WORD,IMG,IMG_SD,AoA,AoA_SD,FAM,FAM_SD,CON,CON_SD,UNCERTAINTY
ABANDONMENT,3.54,1.85,5.44,1.07,3.59,1.03,2.63,1.42,0.00
ABATEMENT,1.95,1.21,6.44,0.64,2.94,1.27,2.37,1.42,0.00
ABDOMEN,5.27,1.57,5.56,0.86,4.17,1.58,6.20,1.04,0.00
ABILITY,3.43,1.70,4.53,0.96,5.39,1.29,2.69,1.49,0.00
ABODE,4.36,1.81,5.53,1.01,2.96,1.09,4.89,1.69,0.00
ABRIDGEMENT,2.46,1.48,6.44,0.76,3.03,1.19,2.77,1.44,0.00
ABSCESS,4.97,1.52,5.33,1.05,3.92,1.33,5.63,1.33,0.00
ABSOLUTION,2.62,1.57,6.08,0.98,3.72,1.17,2.27,1.29,0.00
ABUNDANCE,3.92,1.89,5.19,1.13,4.48,1.23,2.57,1.46,0.00
ABYSS,4.19,2.19,5.97,0.76,2.90,1.14,4.91,1.76,0.00
ACCELERATION,4.92,1.58,5.36,0.92,4.99,1.22,3.60,1.76,0.00
ACCIDENT,5.24,1.50,3.29,0.91,5.64,1.18,4.29,1.68,0.00
ACCOMMODATION,4.72,1.73,5.36,1.11,5.33,1.22,4.80,1.72,0.17
ACCORDANCE,2.43,1.35,5.44,1.01,4.31,1.23,2.60,1.64,0.00
ACCUMULATION,3.60,1.76,5.39,1.03,4.51,1.47,2.77,1.12,0.00
ACCUSER,3.49,1.69,5.11,0.94,3.63,1.36,4.34,1.77,0.00
ACIDITY,4.38,2.03,6.22,0.82,3.99,1.80,3.89,1.80,0.00
ACRE,4.70,1.98,4.11,0.84,4.27,1.33,4.77,1.88,0.00
ACT,4.35,1.71,3.19,0.74,5.70,1.21,3.86,1.62,1.60
ACTUALITY,2.19,1.27,5.86,0.92,3.61,1.19,2.34,1.24,0.00
ADDER,5.89,1.41,3.56,0.96,3.61,1.84,6.51,1.05,0.00
ADDITION,3.41,1.57,3.14,0.67,5.51,1.20,3.29,1.74,1.18
ADHERENCE,3.32,1.71,6.03,0.76,3.75,1.24,2.54,1.20,0.00
ADJOURNMENT,3.11,1.96,6.06,0.91,3.27,1.23,3.06,1.62,0.00
ADMINISTRATION,4.19,1.60,5.61,0.68,5.02,1.19,3.29,1.68,0.00
ADMISSION,3.95,1.72,4.58,0.95,4.82,1.29,3.00,1.60,0.38
ADOLESCENCE,4.73,1.84,5.97,0.83,4.44,1.41,2.57,1.34,0.00
ADULTERY,5.00,1.87,5.83,1.01,4.56,1.33,3.06,1.47,0.00
ADVENTURER,5.03,1.59,4.06,0.98,4.02,1.12,4.77,1.55,0.00
ADVICE,3.57,1.65,4.25,0.79,5.83,0.92,3.06,1.59,0.00
AERIAL,5.73,1.57,4.28,1.22,4.81,1.14,5.40,1.68,1.36
AFFECTION,4.86,1.63,4.67,0.88,5.01,1.24,2.74,1.73,0.00
AFFIRMATION,3.19,1.52,5.83,1.05,3.32,1.08,2.29,1.45,0.00
AFFRIGHT,2.38,1.79,6.56,0.64,2.19,1.00,2.14,1.10,0.00
AFTERNOON,5.19,1.71,2.81,1.15,6.55,0.74,4.14,1.78,0.00
AGE,4.97,2.05,2.58,0.55,6.20,1.04,3.57,1.75,0.66
AGENCY,3.72,1.54,5.53,0.96,4.20,1.45,4.37,1.71,0.00
AGGRESSOR,3.89,2.00,5.89,0.99,3.59,1.13,4.51,1.81,0.00
AGONY,5.00,1.69,4.61,1.04,5.01,1.13,3.41,1.70,0.00
AGUE,2.30,1.77,6.61,0.86,1.96,1.03,3.68,1.79,0.00
AIM,3.89,1.58,3.44,0.98,5.93,1.05,2.97,1.65,0.95
AIRSHIP,5.51,1.64,4.06,1.10,3.32,1.33,6.17,1.06,0.00
ALACRITY,1.95,1.41,6.78,0.42,2.45,1.02,2.59,1.50,0.00
ALBATROSS,5.89,1.37,5.28,1.10,3.09,1.23,6.57,0.73,0.00
ALCHEMIST,4.00,2.03,6.64,0.63,2.62,1.04,4.77,1.84,0.00
ALGAE,4.30,2.24,6.31,0.81,3.17,1.65,5.71,1.60,0.00
ALIAS,3.00,1.77,5.61,0.92,3.84,1.27,2.17,1.36,0.00
ALKALI,4.38,2.12,6.33,0.58,3.91,1.82,4.49,1.95,0.00
ALLEGATION,2.97,1.64,6.31,0.78,3.83,1.02,2.63,1.42,0.00
ALLEGORY,2.19,1.77,6.50,0.69,3.24,1.47,2.53,1.58,0.00
ALLOTMENT,4.76,1.68,4.86,1.08,4.20,1.23,5.23,1.66,0.45
ALLY,4.59,1.78,4.46,1.29,4.10,1.65,5.03,1.54,0.00
ALOES,2.51,2.11,6.81,0.52,1.62,0.82,3.76,2.04,0.00
ALPHABET,5.05,2.01,2.44,0.68,4.93,1.35,4.63,1.97,0.00
ALTITUDE,4.78,1.68,5.34,1.01,4.20,1.29,3.77,1.61,0.00
ALUMINIUM,5.11,1.72,5.14,0.86,4.53,1.46,6.34,0.92,0.00
AMATEUR,4.03,1.76,5.22,0.85,5.02,1.12,3.94,1.85,0.00
AMBITION,3.97,1.72,4.83,0.96,5.19,1.49,2.17,1.16,0.00
AMENDMENT,3.11,1.50,5.97,0.91,4.33,1.35,3.23,1.69,0.00
AMETHYST,5.16,1.91,5.67,1.18,2.85,1.21,6.03,1.30,0.00
AMITY,2.11,1.31,6.56,0.68,2.00,0.63,2.69,1.74,0.00
AMOUNT,3.17,1.69,3.92,0.89,5.75,1.08,2.91,1.46,0.00
AMPLITUDE,3.95,1.69,6.50,0.73,3.74,1.59,3.11,1.53,0.00
ANALOGY,2.73,1.80,6.17,0.83,4.17,1.39,2.34,1.19,0.00
ANECDOTE,3.19,2.09,6.19,0.81,3.55,1.26,3.40,1.48,0.00
ANGEL,5.78,1.40,2.42,0.68,4.62,1.48,4.06,1.97,0.00
ANIMAL,5.73,1.48,2.22,0.58,6.12,1.05,6.29,1.00,0.00
ANKLE,5.97,1.44,2.64,0.79,5.61,1.28,6.57,0.77,0.00
ANNEX,4.41,1.64,5.36,1.11,3.90,1.25,4.80,1.53,0.00
ANNOUNCEMENT,3.87,1.91,4.64,0.92,5.19,1.11,3.71,1.47,0.00
ANSWER,3.72,2.05,2.94,0.66,6.16,0.78,3.77,1.67,0.81
ANTAGONISM,3.84,2.06,6.36,0.71,4.17,1.27,2.80,1.60,0.00
ANTEROOM,3.81,2.08,6.29,1.06,2.41,0.78,5.34,1.79,0.00
ANTICIPATION,4.41,2.12,5.72,0.87,4.92,1.19,2.80,1.51,0.00
ANTIQUE,5.62,1.32,4.39,0.89,4.70,1.28,5.23,1.53,0.00
ANYBODY,3.35,2.11,3.06,0.75,5.91,1.09,3.43,1.99,0.00
APARTMENT,5.24,1.50,5.22,1.06,4.13,1.32,5.97,1.13,0.00
APERTURE,4.30,1.49,6.39,0.76,3.56,1.36,4.83,1.68,0.00
APOLOGY,4.06,1.91,4.06,0.81,5.10,1.33,3.06,1.51,0.00
APPEAL,4.08,1.74,4.31,0.89,5.14,1.17,3.31,1.45,1.10
APPLE,6.35,1.05,2.11,0.61,6.15,0.86,6.80,0.40,0.00
APPOINTMENT,3.92,1.68,4.25,1.12,5.41,1.31,3.40,1.50,0.00
APPROACH,3.35,1.63,4.44,0.86,5.08,1.07,3.20,1.45,0.77
APPROVAL,3.81,1.77,4.69,0.99,5.26,1.30,2.57,1.38,0.00
APRICOT,5.97,1.38,3.86,0.92,4.28,1.73,6.76,0.49,0.00
ARBITER,2.30,1.43,6.64,0.63,2.77,1.19,4.09,1.78,0.00
ARCH,5.76,1.24,3.67,0.71,4.60,1.36,5.60,1.53,0.62
ARCHERY,5.56,1.66,4.33,0.97,3.51,1.35,4.86,1.55,0.00
AREA,4.00,1.96,3.92,1.09,5.64,1.28,4.03,1.66,0.00
ARISTOCRACY,4.76,1.40,5.69,1.05,4.01,1.30,3.74,1.64,0.00
ARM,6.03,1.46,1.92,0.72,6.41,0.86,6.46,0.81,0.47
ARMOUR,5.42,1.57,4.00,1.00,4.06,1.30,6.23,1.10,0.00
ARMY,5.70,1.45,3.17,0.93,5.38,1.07,5.60,1.34,0.00
ARRANGEMENT,3.22,1.46,4.89,1.01,5.25,1.20,3.03,1.59,0.00
ARRIVAL,4.25,1.82,3.94,0.91,5.48,1.41,3.26,1.44,0.00
ARTICLE,4.27,1.95,4.06,0.79,5.33,1.31,4.97,1.46,0.97
ARTIFICE,2.46,1.52,6.37,0.96,2.52,0.93,3.94,1.93,0.00
ASBESTOS,5.19,1.57,5.78,0.79,4.27,1.30,6.09,1.40,0.00
ASH,5.43,1.53,3.43,0.90,4.80,1.45,6.57,0.77,0.85
ASPECT,2.39,1.36,5.47,1.04,4.82,1.50,2.00,1.04,0.00
ASSEMBLE,4.19,1.71,4.17,0.76,4.82,1.23,4.00,1.69,0.00
ASSENT,3.51,1.93,5.75,1.01,3.25,1.23,3.06,1.62,0.00
ASSISTANCE,3.54,1.85,4.64,1.03,5.34,1.19,2.80,1.35,0.00
ASSORTMENT,3.73,1.59,4.08,1.12,4.92,1.15,3.56,1.54,0.00
ASTER,2.30,1.72,6.31,0.91,2.05,1.12,4.60,2.19,0.00
ASTROLABE,1.56,1.42,6.97,0.16,1.26,0.61,3.97,2.42,0.00
ASTRONOMY,4.89,1.39,4.89,1.15,3.91,1.31,4.29,1.75,0.00
ATHLETE,5.97,1.13,4.28,0.87,4.82,1.23,5.71,1.30,0.00
ATMOSPHERE,4.57,2.02,5.17,0.80,5.33,1.19,3.94,2.00,0.77
ATROCITY,4.19,2.04,5.89,0.81,3.72,1.39,2.94,1.43,0.00
ATTEMPT,3.08,1.76,3.92,0.68,5.58,1.27,3.09,1.48,0.00
ATTITUDE,3.24,1.87,4.81,0.81,5.57,1.14,2.66,1.74,0.00
AUDIENCE,5.61,1.42,4.25,0.95,5.11,1.27,5.37,1.48,0.00
AUDIT,2.59,1.53,6.42,0.76,3.26,1.42,3.74,1.64,0.00
AUNT,5.76,1.46,2.33,0.82,5.36,1.27,5.71,1.61,0.00
AURORA,3.51,2.11,6.36,1.11,2.54,1.14,3.46,1.73,0.00
AUTHOR,4.59,1.58,4.14,0.95,5.54,1.29,5.17,1.50,0.00
AUTOMOBILE,6.19,1.20,4.83,1.36,3.48,1.37,6.54,0.80,0.00
AUTUMN,6.28,1.02,2.78,0.82,5.33,1.33,4.31,1.80,0.00
AVENUE,5.54,1.44,3.72,0.90,4.86,1.36,5.40,1.62,0.00
AVIATOR,4.51,1.99,5.75,1.06,2.72,1.03,5.11,1.79,0.00
AVOWAL,2.14,1.51,6.42,0.98,2.15,0.88,2.26,1.36,0.00
AWKWARDNESS,3.95,1.84,5.22,0.79,4.12,1.29,2.51,1.38,0.00
AXE,6.03,1.44,3.11,0.61,4.61,1.51,6.60,0.68,0.00
BABE,5.68,1.56,3.03,1.17,3.70,1.47,5.91,1.30,0.00
BACK,5.30,2.01,2.25,0.64,6.06,1.17,6.11,1.21,0.54
BACKGROUND,4.38,1.71,4.00,0.94,5.46,1.16,3.63,1.69,0.00
BAG,5.76,1.55,2.17,0.65,6.34,0.93,6.37,0.93,0.47
BAGPIPE,6.11,0.95,3.77,0.83,4.19,1.48,6.66,0.63,0.00
BALANCE,4.35,1.61,3.67,1.03,5.45,1.07,3.69,1.69,1.78
BALL,6.19,1.18,1.50,0.55,5.81,1.17,6.54,0.77,0.54
BALLOT,4.43,1.97,5.39,1.14,4.53,1.59,4.69,1.72,0.00
BAND,6.14,1.19,2.36,0.89,5.91,1.08,6.06,1.17,0.29
BANKER,5.64,1.65,3.92,0.83,5.03,1.43,5.97,1.44,0.00
BARB,4.54,1.95,5.28,1.07,3.02,0.83,5.51,1.40,0.00
BARGAIN,5.11,1.98,3.94,0.97,5.52,1.20,4.06,1.72,0.00
BARN,5.95,1.39,2.89,0.66,4.66,1.49,6.49,0.97,0.00
BARON,4.97,1.28,4.72,1.04,3.48,1.51,5.34,1.65,0.00
BARREL,6.06,1.33,3.19,0.81,4.64,1.43,6.31,1.06,0.00
BASE,4.38,1.84,3.69,1.08,5.52,1.36,4.57,1.95,1.91
BASIN,5.78,1.47,2.50,0.69,5.72,1.20,6.40,1.05,0.00
BATH,6.30,1.25,1.72,0.65,6.18,1.20,6.40,1.05,0.54
BAY,5.76,1.32,3.36,0.98,4.74,1.51,6.11,1.06,1.10
BAYONET,5.54,1.52,5.00,1.49,2.93,1.15,6.34,0.98,0.00
BEAM,5.75,1.32,3.94,0.91,4.58,1.25,5.23,1.33,1.45
BEAST,5.54,1.39,3.19,1.05,4.45,1.39,5.94,1.12,0.00
BEAU,4.00,2.13,6.11,0.78,2.42,1.30,4.29,1.78,0.00
BEAUTY,5.05,1.69,3.44,0.90,5.44,1.29,3.31,1.95,0.00
BED,6.59,0.79,1.69,0.74,6.83,0.45,6.31,1.24,0.17
BEDROOM,6.35,1.02,2.06,0.71,6.46,0.88,6.51,0.91,0.00
BEEHIVE,5.78,1.47,3.44,1.09,3.98,1.37,6.46,0.81,0.00
BEGGAR,5.81,1.29,3.64,0.82,3.75,1.31,5.63,1.40,0.00
BEGINNING,3.65,1.70,3.11,0.66,5.93,1.10,3.14,1.64,0.00
BEHAVIOUR,3.57,1.70,4.00,1.03,5.73,1.06,2.89,1.58,0.00
BEING,3.19,1.87,3.83,1.04,5.85,1.31,3.14,1.81,1.13
BELIEF,3.59,1.90,4.47,0.99,5.54,1.28,2.65,1.64,0.00
BELOVED,4.62,1.98,4.53,1.09,4.06,1.45,3.57,1.71,0.00
BENCH,5.61,1.40,3.11,0.61,4.88,1.25,6.49,0.94,0.55
BENEFACTOR,3.51,1.87,6.00,0.82,3.56,1.18,4.63,1.76,0.00
BENZENE,4.24,2.16,6.75,0.43,3.18,1.76,5.60,1.46,0.00
BEQUEST,3.00,1.83,6.00,0.85,3.16,1.23,3.49,1.54,0.00
BERRY,5.81,1.43,2.89,0.88,4.51,1.53,6.17,1.13,0.00
BESIEGER,3.41,1.79,5.92,1.06,2.55,1.04,4.54,1.83,0.00
BET,4.59,1.53,3.64,0.79,5.27,1.25,4.11,2.04,0.00
BETRAYAL,3.35,1.96,4.92,1.14,4.04,1.32,2.54,1.42,0.00
BETTERMENT,3.16,1.42,5.69,0.99,2.93,1.18,2.60,1.52,0.00
BEWILDERMENT,4.13,1.99,5.22,0.95,4.21,1.32,2.60,1.31,0.00
BID,4.00,1.63,4.25,0.83,4.73,1.19,3.66,1.90,1.23
BILL,5.08,1.67,4.06,0.85,5.39,1.32,5.37,1.69,0.99
BIN,5.68,1.53,1.92,0.72,5.80,1.20,6.31,1.04,0.00
BIRD,6.00,1.25,2.06,0.66,6.09,1.06,6.53,0.78,0.29
BIRTH,5.46,1.72,3.28,1.24,5.03,1.34,4.80,1.65,0.00
BITE,5.59,1.36,2.14,0.54,5.93,1.20,5.31,1.43,0.00
BITTERNESS,3.84,1.70,4.97,1.12,4.30,1.19,2.60,1.66,0.95
BLADE,5.65,1.42,3.44,0.72,5.20,1.33,6.14,1.10,0.47
BLAME,3.62,1.71,3.28,0.73,5.41,1.14,2.86,1.53,0.00
BLANKET,6.19,1.16,2.11,0.66,5.70,1.23,6.54,0.77,0.46
BLEACHERS,3.11,2.13,5.86,1.11,2.34,0.89,4.34,1.82,0.00
BLESSING,3.97,1.64,3.92,1.09,4.65,1.39,3.00,1.72,0.00
BLOCK,4.89,1.86,2.44,1.04,5.44,1.22,5.86,1.10,1.68
BLOOD,6.65,0.67,2.53,0.83,5.90,1.04,6.29,0.91,0.00
BLOOM,5.08,1.51,4.03,0.83,4.17,1.45,5.46,1.32,0.17
BLUEBELL,6.11,1.33,3.03,0.76,4.16,1.63,6.57,1.08,0.00
BLUSH,5.43,1.41,3.78,0.82,5.36,1.12,4.83,1.50,0.00
BOAST,4.22,1.66,3.78,0.75,4.91,1.22,2.89,1.41,0.00
BOATSWAIN,3.49,2.01,5.78,1.03,2.30,1.04,5.69,1.54,0.00
BODY,6.43,0.89,2.67,0.85,6.27,0.99,6.20,1.06,0.65
BOLDNESS,3.61,1.80,4.61,1.01,3.99,1.12,2.74,1.24,0.00
BOLT,5.14,1.70,3.69,0.97,4.26,1.47,6.11,1.06,1.46
BOND,3.86,1.63,4.91,0.94,4.54,1.49,4.11,1.92,0.98
BOOK,6.05,1.39,2.14,0.64,6.77,0.49,6.57,0.77,0.17
BOOT,6.35,0.99,2.51,0.65,5.85,1.24,6.49,0.81,0.45
BOOTH,4.43,1.73,5.08,0.86,3.70,1.33,5.69,1.45,0.00
BORDER,4.59,1.57,4.17,0.87,4.89,1.22,4.57,1.73,0.91
BOSOM,5.73,1.37,4.89,0.94,3.98,1.36,5.97,1.11,0.00
BOTHER,3.75,2.06,3.22,0.85,5.83,1.20,2.57,1.50,1.67
BOUNDARY,4.41,1.72,4.72,0.87,4.81,1.15,4.20,1.79,0.00
BOW,5.65,1.60,2.71,0.56,4.81,1.34,5.89,1.17,2.10
BOWL,5.73,1.41,2.56,0.72,5.65,1.37,6.31,1.06,0.77
BOX,5.81,1.47,1.92,0.60,6.10,1.25,6.31,1.04,0.47
BRAIN,5.84,1.53,3.47,0.99,5.86,0.95,5.71,1.60,0.00
BRANCH,5.54,1.48,3.03,0.64,5.29,1.25,6.14,1.12,0.66
BRASS,5.38,1.48,4.14,1.00,4.47,1.38,6.20,1.17,0.65
BRAWL,4.59,1.60,4.94,0.88,3.89,1.11,4.43,1.38,0.00
BREAKFAST,5.92,1.28,2.33,0.53,6.57,0.78,6.06,0.92,0.00
BREATH,4.59,1.73,3.31,0.84,5.92,1.02,4.79,1.45,0.00
BREEZE,5.61,1.53,3.51,0.87,5.09,1.27,4.91,1.71,0.00
BRICK,5.78,1.58,2.61,0.79,5.18,1.34,6.54,0.87,0.17
BRIDGE,6.14,1.04,2.89,0.81,5.61,1.17,6.60,0.72,0.83
BRIGAND,3.38,1.94,5.89,1.26,2.70,1.17,4.80,1.80,0.00
BRIM,5.16,1.46,3.94,0.81,4.30,1.28,5.31,1.51,0.00
BRISTLE,5.68,1.40,3.83,0.93,4.61,1.38,5.86,1.07,1.46
BROADBRIM,2.78,1.85,6.39,0.95,2.17,0.93,4.31,1.86,0.00
BROCADE,4.22,2.18,5.92,1.04,2.98,1.26,5.66,1.15,0.00
BROOK,6.03,1.15,3.75,0.83,3.84,1.33,6.46,0.73,0.00
BROTHER,6.03,1.24,2.19,0.62,5.90,1.03,5.94,1.29,0.00
BROWNIE,5.59,1.40,3.81,0.88,3.86,1.33,5.60,1.38,0.55
BRUSH,5.89,1.35,2.14,0.67,6.04,1.21,6.43,1.02,1.88
BUBBLE,5.97,1.17,2.72,0.84,4.85,1.50,6.14,1.10,0.17
BUD,5.68,1.34,3.31,0.70,4.49,1.33,6.20,1.24,0.00
BUDGET,4.00,1.74,4.97,0.96,5.17,1.20,3.69,1.62,0.00
BUFFER,4.65,1.73,5.53,1.42,4.02,1.33,5.31,1.53,1.21
BUILDING,5.41,1.50,3.00,0.71,6.17,0.85,6.03,1.11,0.00
BULLDOG,5.89,1.39,3.94,0.92,3.70,1.40,6.63,0.68,0.00
BUNCH,5.05,1.68,3.17,0.65,5.07,1.23,5.14,1.44,0.00
BURDEN,5.05,1.33,4.74,0.84,4.46,1.24,3.97,1.63,0.00
BUREAU,5.03,1.72,4.61,1.06,3.95,1.30,5.74,1.48,1.24
BURIAL,5.50,1.32,4.46,0.94,4.00,1.24,4.94,1.51,0.00
BURN,5.86,1.25,2.17,0.90,5.58,1.30,5.14,1.66,1.30
BUSH,5.87,1.40,2.56,0.72,5.47,1.18,6.20,1.01,0.00
BUSINESS,3.62,1.68,4.36,0.85,5.61,0.96,3.71,1.69,1.40
BUTTER,6.43,1.17,2.06,0.66,6.55,0.72,6.71,0.56,0.00
BUTTON,6.11,1.52,1.92,0.59,5.91,1.25,6.57,0.77,0.55
BYLAW,2.76,1.65,5.72,0.84,3.43,1.35,3.66,1.79,0.00
CABINET,5.30,1.45,3.83,0.93,4.72,1.26,6.26,1.00,0.85
CACHE,3.09,1.96,6.14,1.00,2.59,0.99,4.74,1.85,0.00
CAGE,5.62,1.65,3.00,1.03,4.70,1.52,6.26,1.13,0.29
CAKE,6.24,1.02,2.14,0.75,6.02,1.14,6.71,0.51,0.17
CALCULUS,4.41,2.26,6.89,0.31,3.64,1.67,3.29,1.83,0.00
CALL,4.03,1.72,2.25,0.68,6.29,0.95,4.00,1.62,0.73
CALMNESS,4.43,1.78,4.53,0.93,4.52,1.30,3.11,1.41,0.00
CAMP,5.95,1.45,3.08,0.89,4.85,1.36,5.94,0.92,0.88
CANAL,5.94,1.47,3.50,0.80,4.64,1.52,6.31,1.06,0.00
CANDIDATE,4.38,1.65,5.78,0.82,4.66,1.21,4.97,1.62,0.00
CANDLELIGHT,6.05,1.06,4.19,1.05,4.39,1.39,5.20,1.24,0.00
CANOE,6.08,1.24,3.94,0.74,4.41,1.31,6.60,0.68,0.00
CANTEEN,5.59,1.48,4.36,1.00,4.82,1.48,6.20,0.89,0.55
CAPITAL,4.81,1.52,3.80,0.95,5.47,1.17,4.03,1.76,0.93
CAPITULATE,2.68,1.63,6.47,0.80,3.11,1.26,2.60,1.42,0.00
CAR,6.49,0.83,1.97,0.60,6.50,0.76,6.69,0.75,0.00
CARBOHYDRATE,4.67,2.04,6.11,0.91,4.61,1.77,4.29,1.92,0.00
CAREER,4.24,1.78,5.14,1.13,5.89,0.90,3.77,1.73,0.00
CARELESSNESS,3.41,1.82,4.19,1.15,4.93,1.49,2.43,1.42,0.00
CARNAGE,3.57,2.03,6.28,1.10,2.98,1.02,3.80,1.51,0.00
CARRIAGE,5.35,1.46,3.67,0.94,4.36,1.39,6.06,0.98,0.97
CART,6.03,1.17,2.58,0.59,4.54,1.43,6.06,1.55,0.54
CARTILAGE,4.27,2.16,5.92,0.86,3.96,1.55,5.49,1.70,0.00
CASE,5.39,1.70,3.11,0.66,5.61,1.22,6.11,1.33,0.87
CASQUE,2.86,1.82,6.11,0.87,2.65,1.04,5.23,1.91,0.00
CASTOR,4.35,2.08,4.53,1.01,3.65,1.45,5.60,1.78,1.46
CATASTROPHE,4.41,1.90,5.25,0.83,4.28,1.26,3.00,1.29,0.00
CATFISH,5.16,1.68,4.11,0.91,3.54,1.37,6.63,0.64,0.00
CATTLE,6.38,1.00,2.61,1.03,5.46,1.11,6.54,0.94,0.00
CAUSE,2.97,1.69,4.08,0.68,5.80,1.09,2.71,1.45,0.00
CAVERN,5.54,1.31,4.33,1.00,4.00,1.27,5.59,1.44,0.00
CEDAR,5.22,1.56,4.25,0.95,3.81,1.31,6.43,1.05,0.00
CELLAR,5.92,1.44,3.61,1.14,4.30,1.52,6.20,1.01,0.00
CENT,4.57,1.64,4.33,0.94,4.07,1.43,5.69,1.55,0.00
CENTURY,4.08,1.92,4.14,1.03,5.05,1.36,3.03,1.48,0.00
CEREMONY,5.22,1.49,4.19,0.78,4.82,1.30,4.34,1.43,0.00
CERTIFICATE,5.35,1.60,4.39,1.03,4.88,1.26,5.40,1.87,0.00
CHAIN,5.81,1.35,3.11,0.87,5.30,1.35,6.23,1.20,0.75
CHALLENGE,4.08,1.76,4.56,0.76,5.15,1.14,3.03,1.62,1.40
CHAMPION,5.14,1.44,3.61,0.92,5.07,1.04,4.74,1.78,0.45
CHANNEL,5.14,1.54,4.11,0.87,4.82,1.27,5.51,1.18,0.71
CHAPEL,5.65,1.38,3.61,1.06,4.57,1.35,6.09,1.13,0.00
CHARACTER,3.78,1.78,4.64,0.89,5.51,1.33,3.68,1.87,1.13
CHARITY,4.51,1.67,4.33,0.75,5.18,1.08,3.77,1.74,0.93
CHARM,4.57,1.73,4.56,0.98,5.01,1.23,3.56,1.70,1.77
CHASSIS,3.92,2.20,5.89,1.10,3.27,1.54,5.89,1.41,0.00
CHATTERBOX,5.22,1.53,3.14,0.95,4.39,1.48,4.94,1.43,0.00
CHEEK,5.67,1.58,2.67,1.03,5.33,1.33,5.94,1.64,0.85
CHEESE,6.32,1.09,2.11,0.61,6.33,1.08,6.66,0.63,0.00
CHERRY,6.03,1.28,3.17,0.65,4.86,1.33,6.60,0.72,0.00
CHICKEN,6.36,0.92,2.50,0.80,5.30,1.15,6.74,0.60,0.66
CHILDHOOD,4.95,1.61,3.72,0.87,5.15,1.32,3.34,1.82,0.00
CHILI,4.46,1.95,6.06,0.94,3.12,1.36,6.17,1.30,0.00
CHINK,4.35,1.76,4.58,1.12,3.93,1.26,4.77,1.46,1.95
CHLORINE,4.86,2.00,5.86,0.92,4.33,1.56,6.23,1.22,0.00
CHOP,5.81,1.39,3.17,0.83,4.87,1.48,5.83,1.48,1.12
CHOW,3.32,2.00,5.61,1.34,2.98,1.14,4.56,1.93,0.00
CHROME,4.97,1.60,5.28,0.93,3.85,1.30,5.83,1.34,0.00
CHRONOLOGY,2.97,1.92,6.31,0.97,3.02,1.10,2.56,1.56,0.00
CHURCH,6.27,1.11,2.78,0.71,5.67,1.24,6.31,0.95,0.00
CIDER,6.32,1.04,4.31,0.84,5.07,1.25,6.63,0.48,0.00
CIRCLE,5.84,1.52,2.14,0.63,6.01,1.15,5.17,1.83,0.47
CIRCUIT,4.54,2.02,4.94,1.05,4.53,1.38,5.00,1.49,1.56
CIRCUMSTANCE,2.16,1.17,5.19,0.84,5.14,1.24,2.37,1.27,0.00
CIVILIZATION,4.43,1.60,5.03,0.84,4.91,1.18,3.63,1.62,0.00
CLAIM,3.38,1.88,4.17,0.87,5.35,1.22,3.29,1.72,1.17
CLAMOUR,3.68,1.69,5.61,1.14,3.51,1.18,3.54,1.61,0.00
CLASH,4.62,1.71,4.22,1.06,4.88,1.32,4.06,1.69,1.96
CLASP,4.62,1.75,3.92,0.89,4.41,1.21,5.18,1.52,1.37
CLAY,5.81,1.33,3.58,0.92,4.55,1.40,6.40,0.99,0.00
CLEARANCE,3.25,2.01,5.47,1.04,4.18,1.39,3.26,1.63,0.00
CLEAVER,4.84,2.01,5.61,1.14,3.57,1.09,5.50,1.56,0.00
CLEVER,4.14,1.89,3.33,0.88,5.54,1.45,2.57,1.63,0.00
CLIFF,6.05,1.09,3.22,0.82,4.79,1.39,6.23,0.99,0.00
CLINK,4.78,1.82,3.92,1.04,3.82,1.46,4.71,1.67,0.86
CLOSE,4.35,2.08,2.83,0.73,5.70,1.17,3.97,1.87,1.41
CLOTHES,6.35,1.10,1.94,0.74,6.52,0.81,6.34,1.01,0.00
CLOVE,4.76,1.91,5.00,1.33,3.66,1.47,6.34,0.83,0.00
COACH,6.00,1.23,3.14,0.82,5.05,1.42,6.46,0.81,1.42
COAL,5.87,1.40,2.78,0.85,5.20,1.29,6.43,0.93,0.00
COAT,6.05,1.37,1.97,0.69,6.46,0.91,6.49,0.69,0.17
COCK,5.92,1.26,3.14,0.95,4.34,1.37,6.46,0.80,0.78
COFFEE,6.42,0.89,2.92,1.11,6.61,0.90,6.40,0.80,0.00
COFFER,3.08,1.79,6.03,1.14,2.79,1.20,5.59,1.26,0.00
COIF,2.08,1.95,6.94,0.23,1.57,0.78,4.31,1.96,0.00
COLD,5.70,1.50,1.83,0.69,6.60,0.65,4.49,1.79,0.83
COLLECTION,4.25,1.69,4.28,1.02,5.38,0.96,4.11,1.63,0.00
COLLEGIATE,2.22,1.34,6.53,0.99,2.17,1.18,3.83,1.63,0.00
COLOGNE,5.92,1.10,4.94,1.35,4.07,1.60,6.06,1.01,0.67
COLOURATION,4.41,1.60,5.61,1.11,3.10,1.13,4.09,1.73,0.00
COLUMN,4.97,1.72,4.36,1.11,5.19,1.31,5.43,1.48,1.51
COMBINATION,3.32,1.71,4.75,0.86,4.93,1.23,3.23,1.40,0.63
COMESTIBLE,1.89,1.67,6.64,0.82,1.52,0.72,3.18,1.68,0.00
COMMANDER,4.84,1.68,4.56,0.86,4.09,1.30,5.34,1.55,0.00
